,open,high,low,close
2016-05-17,1.44571,1.46263,1.44059,1.44552
2016-05-18,1.4596,1.46608,1.45654,1.45962
2016-05-19,1.45996,1.46131,1.45102,1.46011
2016-05-22,1.44919,1.45484,1.44459,1.44907
2016-05-23,1.44808,1.46372,1.44802,1.44818
2016-05-24,1.4616,1.47308,1.46066,1.46126
2016-05-25,1.46975,1.47386,1.46716,1.46983
2016-05-26,1.46664,1.46884,1.46139,1.46649
2016-05-29,1.46246,1.46389,1.45907,1.46265
2016-05-30,1.46349,1.47258,1.45298,1.46351
2016-05-31,1.4485,1.45091,1.43935,1.44825
2016-06-01,1.44211,1.44722,1.44144,1.44194
2016-06-02,1.4408,1.45832,1.44015,1.44055
2016-06-05,1.43922,1.44741,1.43589,1.43839
2016-06-06,1.44609,1.46088,1.44552,1.44592
2016-06-07,1.45436,1.46015,1.45089,1.45436
2016-06-08,1.45151,1.45283,1.44507,1.45184
2016-06-09,1.44638,1.44749,1.43184,1.44638
2016-06-12,1.41906,1.43051,1.41197,1.41888
2016-06-13,1.42062,1.42195,1.40956,1.42068
2016-06-14,1.41209,1.42156,1.41094,1.41237
2016-06-15,1.41953,1.42009,1.4015,1.41959
2016-06-16,1.42955,1.43193,1.42258,1.42957
2016-06-19,1.4587,1.47072,1.45347,1.4586
2016-06-20,1.46744,1.47809,1.4646,1.4675
2016-06-21,1.46666,1.47702,1.46471,1.46703
2016-06-22,1.4792,1.4947,1.4733,1.47894
2016-06-23,1.45601,1.46291,1.32393,1.45579
2016-06-26,1.34447,1.34756,1.31315,1.3451
2016-06-27,1.32272,1.34196,1.32219,1.3235
2016-06-28,1.33558,1.35292,1.32919,1.3351
2016-06-29,1.3456,1.34949,1.32426,1.34658
2016-06-30,1.33337,1.3352,1.32478,1.33287
2016-07-03,1.32853,1.33303,1.32454,1.32899
2016-07-04,1.3282,1.32823,1.30218,1.32799
2016-07-05,1.29638,1.30136,1.28281,1.29579
2016-07-06,1.29206,1.30477,1.29091,1.29259
2016-07-07,1.29119,1.3012,1.29099,1.29157
2016-07-10,1.29446,1.30144,1.28538,1.29462
2016-07-11,1.29852,1.32461,1.29793,1.29811
2016-07-12,1.32707,1.33362,1.31775,1.32783
2016-07-13,1.31211,1.34009,1.31092,1.31197
2016-07-14,1.33577,1.34813,1.32011,1.33579
2016-07-17,1.32391,1.33103,1.32168,1.32296
2016-07-18,1.32659,1.32716,1.31149,1.32689
2016-07-19,1.31075,1.31975,1.3068,1.31084
2016-07-20,1.32468,1.32679,1.31672,1.32645
2016-07-21,1.32382,1.32908,1.3082,1.32461
2016-07-24,1.31244,1.31624,1.30988,1.31297
2016-07-25,1.31069,1.31719,1.30659,1.31079
2016-07-26,1.3151,1.31626,1.30799,1.31529
2016-07-27,1.32414,1.32505,1.3123,1.32378
2016-07-28,1.31652,1.33018,1.31557,1.31619
2016-07-31,1.32193,1.32732,1.31659,1.32163
2016-08-01,1.31865,1.3331,1.31745,1.31855
2016-08-02,1.33383,1.33731,1.32873,1.33378
2016-08-03,1.33294,1.33451,1.31177,1.3328
2016-08-04,1.31285,1.3177,1.30241,1.31292
2016-08-07,1.30765,1.30979,1.30347,1.30858
2016-08-08,1.30342,1.30342,1.29594,1.30324
2016-08-09,1.30141,1.30947,1.29944,1.30071
2016-08-10,1.30225,1.3029,1.29406,1.30202
2016-08-11,1.29557,1.30361,1.29272,1.29549
2016-08-14,1.29099,1.29467,1.28684,1.29099
2016-08-15,1.288,1.30293,1.288,1.28831
2016-08-16,1.30324,1.30651,1.29988,1.30337
2016-08-17,1.30446,1.31726,1.30429,1.30446
2016-08-18,1.31631,1.31631,1.30242,1.31666
2016-08-21,1.30685,1.31562,1.30361,1.3056
2016-08-22,1.3132,1.32118,1.3132,1.31371
2016-08-23,1.31994,1.32749,1.31631,1.31961
2016-08-24,1.32398,1.32644,1.31726,1.32345
2016-08-25,1.31926,1.32696,1.31492,1.31943
2016-08-28,1.31268,1.31354,1.30617,1.31285
2016-08-29,1.31096,1.31199,1.30634,1.31079
2016-08-30,1.30941,1.31579,1.30685,1.30907
2016-08-31,1.31337,1.33156,1.31303,1.31337
2016-09-01,1.32767,1.33511,1.32538,1.32749
2016-09-04,1.32943,1.33761,1.32943,1.32943
2016-09-05,1.3312,1.34427,1.33032,1.33138
2016-09-06,1.34156,1.34264,1.33371,1.3421
2016-09-07,1.33404,1.33761,1.3289,1.33387
2016-09-08,1.33085,1.33351,1.32468,1.33103
2016-09-11,1.32714,1.33245,1.32442,1.32732
2016-09-12,1.33387,1.33422,1.31735,1.33387
2016-09-13,1.31943,1.32293,1.31406,1.31943
2016-09-14,1.32644,1.327,1.31839,1.32644
2016-09-15,1.32473,1.32503,1.30753,1.32477
2016-09-18,1.30144,1.30919,1.30139,1.30163
2016-09-19,1.30395,1.30651,1.2951,1.30446
2016-09-20,1.29853,1.30073,1.295,1.29853
2016-09-21,1.30378,1.31199,1.30327,1.30361
2016-09-22,1.3084,1.30907,1.29166,1.30873
2016-09-25,1.29786,1.29904,1.29182,1.29786
2016-09-26,1.29695,1.3009,1.29452,1.29695
2016-09-27,1.30107,1.30327,1.2982,1.30124
2016-09-28,1.30395,1.30548,1.29685,1.30395
2016-09-29,1.29685,1.30225,1.29423,1.29634
2016-10-02,1.29316,1.29483,1.28189,1.29316
2016-10-03,1.28518,1.28601,1.27273,1.28485
2016-10-04,1.27291,1.27714,1.26871,1.27324
2016-10-05,1.27551,1.27567,1.2631,1.27551
2016-10-06,1.23989,1.24828,1.22324,1.24023
2016-10-09,1.24347,1.24456,1.23594,1.24347
2016-10-10,1.23472,1.23503,1.2204,1.23411
2016-10-11,1.22745,1.23274,1.21699,1.2279
2016-10-12,1.21907,1.22314,1.21374,1.21877
2016-10-13,1.22264,1.22639,1.21714,1.22219
2016-10-16,1.21773,1.21996,1.21403,1.21832
2016-10-17,1.22219,1.23244,1.22215,1.2219
2016-10-18,1.23032,1.23289,1.22579,1.23047
2016-10-19,1.22926,1.23001,1.22145,1.22895
2016-10-20,1.22579,1.22609,1.21743,1.22564
2016-10-23,1.22202,1.22504,1.21892,1.22191
2016-10-24,1.22249,1.22414,1.20887,1.22175
2016-10-25,1.21776,1.22429,1.216,1.21758
2016-10-26,1.22354,1.2273,1.2161,1.22354
2016-10-27,1.21684,1.21907,1.21168,1.21714
2016-10-30,1.2206,1.22115,1.21507,1.2216
2016-10-31,1.22354,1.2279,1.22115,1.22369
2016-11-01,1.22387,1.23533,1.2224,1.22385
2016-11-02,1.23062,1.24937,1.23016,1.23047
2016-11-03,1.24657,1.25565,1.24517,1.24688
2016-11-06,1.24891,1.24984,1.23824,1.24891
2016-11-07,1.24008,1.24409,1.23638,1.23993
2016-11-08,1.2387,1.25486,1.23585,1.23885
2016-11-09,1.24208,1.24984,1.23793,1.24208
2016-11-10,1.25518,1.26727,1.25266,1.25534
2016-11-13,1.2577,1.26279,1.24487,1.25739
2016-11-14,1.25188,1.25298,1.23842,1.25204
2016-11-15,1.24517,1.25031,1.24147,1.24564
2016-11-16,1.24394,1.25031,1.24147,1.24425
2016-11-17,1.24116,1.24347,1.23047,1.241
2016-11-20,1.23229,1.25094,1.23138,1.23244
2016-11-21,1.24953,1.25125,1.24054,1.24937
2016-11-22,1.24239,1.24316,1.2364,1.24239
2016-11-23,1.24285,1.24984,1.2407,1.24332
2016-11-24,1.24548,1.24735,1.24193,1.24528
2016-11-27,1.24828,1.25313,1.2387,1.24813
2016-11-28,1.241,1.25282,1.239,1.24116
2016-11-29,1.24906,1.2516,1.24224,1.24922
2016-11-30,1.25152,1.26968,1.2511,1.25172
2016-12-01,1.25897,1.2677,1.25723,1.25897
2016-12-04,1.26694,1.27388,1.26614,1.26679
2016-12-05,1.27286,1.2773,1.27097,1.27285
2016-12-06,1.26727,1.26759,1.25739,1.26711
2016-12-07,1.26293,1.27081,1.25518,1.26279
2016-12-08,1.25837,1.26215,1.25581,1.25849
2016-12-11,1.25929,1.26727,1.25683,1.25976
2016-12-12,1.26775,1.27275,1.2663,1.26759
2016-12-13,1.2663,1.2715,1.2639,1.2663
2016-12-14,1.25382,1.25676,1.24023,1.25382
2016-12-15,1.24239,1.24642,1.23854,1.24239
2016-12-18,1.24891,1.25047,1.23573,1.24891
2016-12-19,1.23885,1.241,1.23168,1.239
2016-12-20,1.2367,1.23931,1.23274,1.23655
2016-12-21,1.23533,1.23795,1.22971,1.23548
2016-12-22,1.22849,1.22986,1.22324,1.2285
2016-12-25,1.22895,1.23442,1.22699,1.22895
2016-12-26,1.22775,1.2288,1.22399,1.2276
2016-12-27,1.2276,1.22986,1.22026,1.2276
2016-12-28,1.22249,1.2276,1.22235,1.22249
2016-12-29,1.2285,1.2387,1.22699,1.2288
2017-01-01,1.2349,1.23594,1.22835,1.2349
2017-01-02,1.2282,1.23107,1.2204,1.2282
2017-01-03,1.2246,1.22971,1.22235,1.22456
2017-01-04,1.2328,1.24177,1.22714,1.23268
2017-01-05,1.24239,1.24239,1.23032,1.24255
2017-01-08,1.22597,1.2273,1.21271,1.22609
2017-01-09,1.21714,1.21847,1.21124,1.21734
2017-01-10,1.21758,1.21966,1.20438,1.21743
2017-01-11,1.22115,1.23168,1.21699,1.22145
2017-01-12,1.21669,1.22264,1.21242,1.21654
2017-01-15,1.20375,1.20875,1.19952,1.20393
2017-01-16,1.20409,1.23953,1.20409,1.20402
2017-01-17,1.23894,1.23999,1.22705,1.2388
2017-01-18,1.22624,1.23411,1.22543,1.22597
2017-01-19,1.23405,1.23721,1.22629,1.23384
2017-01-22,1.23851,1.24955,1.23822,1.2387
2017-01-23,1.25149,1.25455,1.24221,1.25172
2017-01-24,1.25316,1.26162,1.24934,1.25331
2017-01-25,1.2639,1.26743,1.25619,1.26341
2017-01-26,1.2596,1.26087,1.25221,1.25954
2017-01-29,1.25938,1.26002,1.24937,1.25919
2017-01-30,1.25016,1.25875,1.24159,1.25
2017-01-31,1.2587,1.266,1.25475,1.25897
2017-02-01,1.26629,1.27057,1.25313,1.26614
2017-02-02,1.25204,1.25408,1.24611,1.252
2017-02-05,1.24821,1.25,1.24289,1.24842
2017-02-06,1.24696,1.24874,1.23484,1.24684
2017-02-07,1.24966,1.25449,1.2481,1.24962
2017-02-08,1.2526,1.25827,1.24983,1.2528
2017-02-09,1.24959,1.2521,1.24421,1.24981
2017-02-12,1.24832,1.25408,1.24832,1.24846
2017-02-13,1.25233,1.25475,1.24507,1.2523
2017-02-14,1.24691,1.24719,1.2385,1.24704
2017-02-15,1.24659,1.25205,1.2457,1.24698
2017-02-16,1.24818,1.25116,1.2391,1.24892
2017-02-19,1.24305,1.24827,1.241,1.24339
2017-02-20,1.24738,1.24813,1.24029,1.24733
2017-02-21,1.24866,1.25078,1.24281,1.2487
2017-02-22,1.24544,1.25541,1.24298,1.24538
2017-02-23,1.25549,1.25707,1.24849,1.25562
2017-02-26,1.24019,1.24727,1.23893,1.23996
2017-02-27,1.24374,1.24715,1.24085,1.24394
2017-02-28,1.23795,1.24025,1.22847,1.23781
2017-03-01,1.22711,1.23056,1.22608,1.22722
2017-03-02,1.22745,1.22835,1.22169,1.22748
2017-03-05,1.22924,1.22971,1.2246,1.23001
2017-03-06,1.22399,1.22504,1.21709,1.22429
2017-03-07,1.22036,1.2216,1.21401,1.22045
2017-03-08,1.21745,1.21951,1.21412,1.21773
2017-03-09,1.21595,1.2187,1.21409,1.21573
2017-03-12,1.21699,1.22508,1.21586,1.21714
2017-03-13,1.22145,1.2219,1.21133,1.2206
2017-03-14,1.21586,1.22414,1.21555,1.21575
2017-03-15,1.22835,1.2371,1.22443,1.22843
2017-03-16,1.23533,1.23985,1.23254,1.23512
2017-03-19,1.23793,1.24363,1.23661,1.23845
2017-03-20,1.23663,1.24847,1.23435,1.2367
2017-03-21,1.2483,1.2503,1.24305,1.24821
2017-03-22,1.2471,1.2528,1.2467,1.24751
2017-03-23,1.25188,1.25188,1.2471,1.25188
2017-03-26,1.25127,1.26157,1.2511,1.25145
2017-03-27,1.25598,1.25967,1.25049,1.25579
2017-03-28,1.24239,1.24716,1.23815,1.24214
2017-03-29,1.24409,1.25233,1.24054,1.24404
2017-03-30,1.24769,1.2537,1.24349,1.24785
2017-04-02,1.25392,1.25549,1.24673,1.25408
2017-04-03,1.24891,1.24969,1.24221,1.24922
2017-04-04,1.24421,1.24948,1.24247,1.244
2017-04-05,1.24875,1.25025,1.24524,1.24891
2017-04-06,1.24688,1.24782,1.2386,1.24687
2017-04-09,1.23767,1.2429,1.2369,1.23752
2017-04-10,1.2427,1.24903,1.2406,1.24255
2017-04-11,1.24922,1.25204,1.24813,1.24924
2017-04-12,1.25486,1.2577,1.25114,1.25499
2017-04-13,1.25063,1.25376,1.25019,1.25078
2017-04-16,1.25376,1.2596,1.25323,1.25351
2017-04-17,1.25578,1.2768,1.25199,1.25578
2017-04-18,1.28469,1.28594,1.2788,1.28446
2017-04-19,1.2781,1.28469,1.2773,1.27823
2017-04-20,1.27994,1.28337,1.27619,1.2802
2017-04-23,1.28287,1.2832,1.27734,1.28263
2017-04-24,1.27812,1.2846,1.27763,1.27766
2017-04-25,1.28337,1.28636,1.28066,1.28324
2017-04-26,1.28503,1.29132,1.28437,1.28483
2017-04-27,1.28949,1.29534,1.28927,1.28936
2017-04-30,1.29323,1.29383,1.29031,1.29316
2017-05-01,1.28981,1.29282,1.28665,1.28974
2017-05-02,1.29433,1.295,1.28854,1.29416
2017-05-03,1.28732,1.29232,1.28324,1.28717
2017-05-04,1.29261,1.29683,1.29031,1.29249
2017-05-07,1.29687,1.2987,1.29316,1.29656
2017-05-08,1.2942,1.29587,1.29046,1.29433
2017-05-09,1.295,1.29904,1.29289,1.29485
2017-05-10,1.29294,1.295,1.28505,1.29306
2017-05-11,1.28888,1.29016,1.28455,1.28916
2017-05-14,1.28848,1.29416,1.28846,1.28866
2017-05-15,1.29029,1.29493,1.28685,1.29031
2017-05-16,1.29171,1.299,1.29096,1.29169
2017-05-17,1.29698,1.3048,1.29374,1.29702
2017-05-18,1.29534,1.30347,1.2943,1.29584
2017-05-21,1.30093,1.30426,1.29665,1.30122
2017-05-22,1.29921,1.30273,1.29545,1.29953
2017-05-23,1.29577,1.29992,1.29318,1.29566
2017-05-24,1.29777,1.30073,1.29343,1.29803
2017-05-25,1.29299,1.29316,1.27791,1.29333
2017-05-28,1.28139,1.28502,1.28125,1.28143
2017-05-29,1.28149,1.28881,1.27956,1.28141
2017-05-30,1.28092,1.29172,1.27717,1.2809
2017-05-31,1.28755,1.29132,1.28319,1.28755
2017-06-01,1.28866,1.29027,1.28467,1.28883
2017-06-04,1.28657,1.294,1.28616,1.287
2017-06-05,1.29067,1.29492,1.2875,1.29074
2017-06-06,1.29067,1.29658,1.28889,1.29067
2017-06-07,1.29623,1.29803,1.29097,1.29621
2017-06-08,1.27259,1.27988,1.26422,1.2723
2017-06-11,1.27441,1.27698,1.26501,1.27392
2017-06-12,1.26703,1.2747,1.26433,1.26698
2017-06-13,1.27507,1.28115,1.27251,1.27506
2017-06-14,1.27566,1.27948,1.26921,1.27544
2017-06-15,1.27608,1.28029,1.276,1.27584
2017-06-18,1.2775,1.28153,1.27273,1.27795
2017-06-19,1.27311,1.27553,1.26064,1.27324
2017-06-20,1.26326,1.27091,1.25908,1.26325
2017-06-21,1.26759,1.26871,1.26549,1.26757
2017-06-22,1.26807,1.27437,1.26773,1.26781
2017-06-25,1.27441,1.276,1.27078,1.27434
2017-06-26,1.27243,1.27948,1.27176,1.27246
2017-06-27,1.2813,1.29724,1.27974,1.2813
2017-06-28,1.29391,1.3001,1.29391,1.29415
2017-06-29,1.3009,1.3031,1.29562,1.30112
2017-07-02,1.30174,1.30225,1.29333,1.30164
2017-07-03,1.29463,1.29584,1.29179,1.29487
2017-07-04,1.29366,1.29483,1.28957,1.29349
2017-07-05,1.29296,1.29722,1.29206,1.29318
2017-07-06,1.29688,1.29769,1.28684,1.29735
2017-07-09,1.28904,1.29099,1.28606,1.28913
2017-07-11,1.28601,1.29052,1.28126,1.28596
2017-07-12,1.28923,1.29529,1.28907,1.28937
2017-07-13,1.29483,1.30941,1.29366,1.29472
2017-07-16,1.31096,1.3113,1.30513,1.31113
2017-07-17,1.30514,1.31239,1.30068,1.30531
2017-07-18,1.30371,1.30518,1.3013,1.30387
2017-07-19,1.30312,1.30361,1.29354,1.30327
2017-07-20,1.29658,1.30198,1.29556,1.29655
2017-07-23,1.30054,1.30526,1.29921,1.30048
2017-07-24,1.30268,1.30842,1.30117,1.3031
2017-07-25,1.30281,1.30663,1.30041,1.30276
2017-07-26,1.31151,1.31562,1.30634,1.31147
2017-07-27,1.30748,1.31315,1.30705,1.30767
2017-07-30,1.31428,1.31964,1.31003,1.31449
2017-07-31,1.31978,1.32435,1.31978,1.31954
2017-08-01,1.32078,1.32433,1.31928,1.32079
2017-08-02,1.32287,1.32608,1.31147,1.32284
2017-08-03,1.31458,1.31666,1.30332,1.31441
2017-08-06,1.30455,1.30617,1.30159,1.3047
2017-08-07,1.30349,1.30548,1.2955,1.30378
2017-08-08,1.29858,1.3028,1.29697,1.29862
2017-08-09,1.30157,1.30174,1.29567,1.30141
2017-08-10,1.29777,1.30096,1.2946,1.29767
2017-08-13,1.30081,1.30225,1.29609,1.30059
2017-08-14,1.2966,1.29735,1.2848,1.29651
2017-08-15,1.2868,1.29032,1.28446,1.2867
2017-08-16,1.28907,1.29116,1.28541,1.28916
2017-08-17,1.28659,1.29149,1.28357,1.28651
2017-08-20,1.28728,1.29147,1.28518,1.28737
2017-08-21,1.28986,1.29116,1.2812,1.28982
2017-08-22,1.28246,1.28337,1.27828,1.2824
2017-08-23,1.28029,1.2837,1.27774,1.28038
2017-08-24,1.28018,1.28868,1.27964,1.28039
2017-08-27,1.29056,1.29308,1.28743,1.29052
2017-08-28,1.29278,1.29787,1.29269,1.29271
2017-08-29,1.29229,1.294,1.28836,1.29266
2017-08-30,1.29191,1.29333,1.28551,1.29206
2017-08-31,1.29401,1.29951,1.29062,1.29416
2017-09-03,1.29651,1.29685,1.29328,1.29651
2017-09-04,1.29246,1.3031,1.29114,1.29241
2017-09-05,1.30414,1.30822,1.30208,1.30412
2017-09-06,1.30463,1.31161,1.30341,1.30497
2017-09-07,1.31051,1.32214,1.30996,1.31048
2017-09-10,1.31952,1.32223,1.31678,1.31977
2017-09-11,1.31718,1.32873,1.31622,1.31697
2017-09-12,1.32908,1.33285,1.32058,1.32892
2017-09-13,1.3209,1.33984,1.31928,1.3206
2017-09-14,1.34012,1.36158,1.33838,1.33991
2017-09-17,1.35787,1.36156,1.34825,1.35752
2017-09-18,1.35146,1.35522,1.34727,1.35166
2017-09-19,1.35152,1.35991,1.351,1.35153
2017-09-20,1.34885,1.35787,1.34726,1.34896
2017-09-21,1.35801,1.3598,1.34944,1.35798
2017-09-24,1.35078,1.35702,1.34635,1.35073
2017-09-25,1.34765,1.35133,1.34109,1.34778
2017-09-26,1.34414,1.34499,1.33658,1.34481
2017-09-27,1.33994,1.34528,1.33486,1.33989
2017-09-28,1.34295,1.34318,1.33529,1.34302
2017-10-01,1.33935,1.33967,1.32591,1.3394
2017-10-02,1.32744,1.32873,1.32259,1.32756
2017-10-03,1.32422,1.3289,1.32422,1.32412
2017-10-04,1.32345,1.32491,1.31228,1.32328
2017-10-05,1.31147,1.31147,1.3029,1.31127
2017-10-08,1.30835,1.31843,1.30765,1.3084
2017-10-09,1.31411,1.32233,1.31411,1.31441
2017-10-10,1.321,1.32223,1.31752,1.32111
2017-10-11,1.32391,1.32661,1.31272,1.32398
2017-10-12,1.32638,1.33365,1.32603,1.32644
2017-10-15,1.32889,1.3312,1.32564,1.32889
2017-10-16,1.32556,1.32859,1.31563,1.32529
2017-10-17,1.31937,1.32013,1.31449,1.31949
2017-10-18,1.32118,1.32287,1.31385,1.3213
2017-10-19,1.31553,1.3201,1.30907,1.31506
2017-10-22,1.31917,1.32223,1.31615,1.31898
2017-10-23,1.32027,1.32293,1.31137,1.32065
2017-10-24,1.31299,1.3271,1.3112,1.3132
2017-10-25,1.3273,1.3282,1.31633,1.32735
2017-10-26,1.3129,1.31396,1.3075,1.31303
2017-10-29,1.31371,1.32013,1.31285,1.3134
2017-10-30,1.32111,1.32846,1.3193,1.32125
2017-10-31,1.32912,1.33181,1.32538,1.32922
2017-11-01,1.32556,1.32996,1.30651,1.32554
2017-11-02,1.30545,1.31232,1.30415,1.30533
2017-11-05,1.30798,1.31529,1.306,1.30804
2017-11-06,1.3174,1.31771,1.3112,1.31751
2017-11-07,1.31732,1.31787,1.30882,1.31721
2017-11-08,1.31147,1.31517,1.30869,1.3113
2017-11-09,1.31427,1.32293,1.31165,1.31444
2017-11-12,1.31191,1.31371,1.3063,1.31203
2017-11-13,1.31206,1.31303,1.30775,1.31234
2017-11-14,1.31598,1.32086,1.31316,1.31579
2017-11-16,1.31996,1.32596,1.31719,1.32004
2017-11-19,1.32013,1.32749,1.31872,1.32027
2017-11-20,1.32433,1.32679,1.32228,1.3245
2017-11-21,1.32468,1.32961,1.32181,1.32456
2017-11-22,1.33173,1.33387,1.3289,1.33168
2017-11-23,1.33064,1.33595,1.32809,1.33067
2017-11-26,1.3325,1.33819,1.33117,1.33245
2017-11-27,1.33214,1.33442,1.32235,1.33223
2017-11-28,1.33672,1.34463,1.33536,1.33654
2017-11-29,1.34145,1.35488,1.34118,1.34172
2017-11-30,1.35311,1.35501,1.34618,1.353
2017-12-03,1.34907,1.35386,1.34225,1.3494
2017-12-04,1.34753,1.34807,1.33761,1.34753
2017-12-05,1.34156,1.34373,1.33606,1.34153
2017-12-06,1.33915,1.34311,1.33234,1.33923
2017-12-07,1.34829,1.35195,1.33583,1.34844
2017-12-10,1.33921,1.34264,1.33501,1.33921
2017-12-11,1.33467,1.33774,1.33129,1.33493
2017-12-12,1.332,1.33763,1.33136,1.33195
2017-12-13,1.34111,1.34557,1.33951,1.34097
2017-12-14,1.34327,1.34499,1.33081,1.34329
2017-12-17,1.33175,1.34178,1.33113,1.33173
2017-12-18,1.3379,1.33994,1.33356,1.33808
2017-12-19,1.33863,1.34189,1.33792,1.33869
2017-12-20,1.33699,1.33887,1.3336,1.3372
2017-12-21,1.33781,1.33994,1.33643,1.33804
2017-12-24,1.33672,1.33959,1.33631,1.33651
2017-12-25,1.33749,1.33797,1.33492,1.33761
2017-12-26,1.33738,1.34318,1.33704,1.33747
2017-12-27,1.34027,1.34571,1.33993,1.34039
2017-12-28,1.34427,1.35415,1.34392,1.34409
2017-12-31,1.35161,1.35161,1.3482,1.35161
2018-01-01,1.35111,1.35967,1.35093,1.35113
2018-01-02,1.35945,1.36147,1.34987,1.35962
2018-01-03,1.35117,1.35612,1.35066,1.35113
2018-01-04,1.35538,1.35803,1.35267,1.35529
2018-01-07,1.35755,1.35855,1.35258,1.35759
2018-01-08,1.35702,1.35851,1.35099,1.35713
2018-01-09,1.35318,1.35602,1.34853,1.35323
2018-01-10,1.3513,1.35553,1.34593,1.35128
2018-01-11,1.35417,1.36949,1.354,1.35419
2018-01-14,1.37315,1.38196,1.37315,1.37331
2018-01-15,1.37939,1.38064,1.37427,1.37982
2018-01-16,1.37969,1.38447,1.37586,1.37988
2018-01-17,1.38259,1.39101,1.38066,1.3828
2018-01-18,1.38937,1.3947,1.38437,1.38947
2018-01-21,1.38895,1.39692,1.38581,1.38916
2018-01-22,1.39848,1.40292,1.39179,1.39848
2018-01-23,1.40125,1.42397,1.40017,1.40174
2018-01-24,1.42237,1.43396,1.42167,1.42209
2018-01-25,1.41503,1.42812,1.41471,1.41503
2018-01-28,1.41493,1.41583,1.40272,1.41493
2018-01-29,1.40728,1.41499,1.39833,1.40766
2018-01-30,1.41531,1.42247,1.41299,1.41559
2018-01-31,1.42001,1.42733,1.41625,1.42005
2018-02-01,1.42672,1.42763,1.41044,1.42668
2018-02-04,1.41121,1.41503,1.39899,1.41113
2018-02-05,1.39412,1.39987,1.38404,1.39437
2018-02-06,1.39597,1.39923,1.38717,1.39587
2018-02-07,1.38793,1.40637,1.38481,1.38793
2018-02-08,1.39338,1.39866,1.3788,1.39349
2018-02-11,1.38255,1.38748,1.37986,1.38274
2018-02-12,1.38481,1.39241,1.38334,1.38523
2018-02-13,1.3887,1.39803,1.3807,1.3887
2018-02-14,1.4015,1.40984,1.40013,1.40158
2018-02-15,1.41058,1.41447,1.40064,1.41042
2018-02-18,1.40331,1.40528,1.39624,1.40315
2018-02-19,1.39927,1.40235,1.39338,1.39927
2018-02-20,1.39991,1.40095,1.39107,1.40011
2018-02-21,1.39101,1.39521,1.38581,1.39101
2018-02-22,1.39513,1.40048,1.39251,1.3953
2018-02-25,1.39692,1.40726,1.39334,1.3968
2018-02-26,1.39645,1.39944,1.38617,1.39665
2018-02-27,1.39034,1.39159,1.37777,1.39061
2018-02-28,1.37531,1.37771,1.37153,1.37542
2018-03-01,1.37747,1.38158,1.37593,1.37754
2018-03-04,1.37988,1.38773,1.37692,1.3795
2018-03-05,1.385,1.39284,1.38206,1.38523
2018-03-06,1.39003,1.39101,1.38487,1.39001
2018-03-07,1.39063,1.39121,1.38146,1.39063
2018-03-08,1.38032,1.38866,1.37893,1.38057
2018-03-11,1.38581,1.39063,1.38439,1.38554
2018-03-12,1.39082,1.3988,1.38758,1.39076
2018-03-13,1.39725,1.39978,1.3927,1.39723
2018-03-14,1.39708,1.3988,1.39245,1.39715
2018-03-15,1.39379,1.39802,1.38926,1.39386
2018-03-18,1.39435,1.40875,1.3914,1.39435
2018-03-19,1.40233,1.40687,1.39854,1.40253
2018-03-20,1.4004,1.40789,1.40036,1.40048
2018-03-21,1.41443,1.41995,1.40796,1.41463
2018-03-22,1.41129,1.41709,1.40881,1.41147
2018-03-25,1.41463,1.4245,1.41463,1.41477
2018-03-26,1.42367,1.4243,1.40691,1.42389
2018-03-27,1.41758,1.42046,1.40934,1.41763
2018-03-28,1.40845,1.40964,1.40209,1.40803
2018-03-29,1.40286,1.40617,1.40144,1.40294
2018-04-01,1.40359,1.40774,1.40276,1.40382
2018-04-02,1.40509,1.40885,1.40233,1.40467
2018-04-03,1.40712,1.40984,1.40174,1.40687
2018-04-04,1.40879,1.4096,1.39677,1.40881
2018-04-05,1.40078,1.41026,1.39841,1.40087
2018-04-08,1.40909,1.41643,1.40813,1.40917
2018-04-09,1.41339,1.41876,1.41223,1.41383
2018-04-10,1.41818,1.42227,1.41623,1.41822
2018-04-11,1.41878,1.42466,1.41471,1.4189
2018-04-12,1.42395,1.42959,1.42231,1.42381
2018-04-15,1.42464,1.43369,1.42383,1.42468
2018-04-16,1.43419,1.43771,1.42941,1.43421
2018-04-17,1.42976,1.43164,1.41748,1.42965
2018-04-18,1.42031,1.4247,1.41667,1.42043
2018-04-19,1.40843,1.40885,1.40089,1.40865
2018-04-22,1.40034,1.4043,1.39388,1.40017
2018-04-23,1.39385,1.39819,1.39198,1.39383
2018-04-24,1.39921,1.39921,1.39272,1.39938
2018-04-25,1.39359,1.39962,1.3896,1.39392
2018-04-26,1.39171,1.39353,1.37502,1.39194
2018-04-29,1.37699,1.37931,1.37167,1.37711
2018-04-30,1.37722,1.3776,1.3591,1.37722
2018-05-01,1.36106,1.36648,1.35825,1.36093
2018-05-02,1.35737,1.3629,1.35402,1.35739
2018-05-03,1.35724,1.3587,1.34946,1.35724
2018-05-06,1.35333,1.35759,1.35172,1.3532
2018-05-07,1.35693,1.35912,1.34856,1.35704
2018-05-08,1.35538,1.3606,1.35,1.35534
2018-05-09,1.35465,1.36177,1.34618,1.35446
2018-05-10,1.35245,1.35962,1.35035,1.35234
2018-05-13,1.35503,1.36073,1.35448,1.35538
2018-05-14,1.35612,1.3574,1.3453,1.35624
2018-05-15,1.35026,1.35215,1.34579,1.35002
