timestamp,from_currency,to_currency,exchange_rate,last_refreshed,timezone
2025-03-26 00:51:30.198164,USD,JPY,151.50999891388727,2025-03-26 00:51:30,UTC
2025-03-26 00:52:51.664373,USD,JPY,151.50999891388727,2025-03-26 00:52:51,UTC
2025-03-26 23:37:53.544555,USD,JPY,151.50999891388727,2025-03-26 23:37:53,UTC
2025-03-26 23:40:24.026630,USD,JPY,151.50999891388727,2025-03-26 23:40:24,UTC
2025-03-26 23:43:05.968557,USD,JPY,151.50999891388727,2025-03-26 23:43:05,UTC
2025-03-26 23:49:52.258342,USD,JPY,151.50999891388727,2025-03-26 23:49:52,UTC
2025-03-26 23:59:52.325701,USD,JPY,151.50999891388727,2025-03-26 23:59:52,UTC
2025-03-27 00:09:52.434203,USD,JPY,151.50999891388727,2025-03-27 00:09:52,UTC
2025-03-27 00:19:52.574472,USD,JPY,151.50999891388727,2025-03-27 00:19:52,UTC
